point_id,ts,anchor_ids,ranges,X_LOCAL_WIFI,Y_LOCAL_WIFI,Z_LOCAL_WIFI
A13B6,1729686520631.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[42.449, 26.125, 33.574, 20.14, 10.027, nan]",4.046,32.905,3.312
A13B6,1729686521361.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[46.839, 26.382, 29.289, 23.832, 9.972, 7.531]",4.046,32.905,3.312
A13B6,1729686522145.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[44.285, 27.566, 29.964, 23.941, 10.546, 6.738]",4.046,32.905,3.312
A13B6,1729686522887.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[49.859, 25.992, 37.023, 23.242, 9.679, 7.199]",4.046,32.905,3.312
A13B6,1729686523728.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[49.218, 26.296, 33.289, 19.894, 10.179, 7.039]",4.046,32.905,3.312
A13B6,1729686524491.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[49.25, 26.414, 36.73, 22.16, 10.406, 6.8]",4.046,32.905,3.312
A13B6,1729686525313.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[50.503, 26.23, 37.125, 20.019, 10.449, 6.863]",4.046,32.905,3.312
A13B6,1729686526066.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[48.296, 26.05, 36.503, 22.531, 10.144, 6.917]",4.046,32.905,3.312
A13B6,1729686526810.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[46.691, 25.625, 36.156, 19.847, 10.046, 6.691]",4.046,32.905,3.312
A13B6,1729686527568.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[50.398, 26.117, 36.41, 19.812, 9.785, 6.386]",4.046,32.905,3.312
A13B6,1729686528358.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[50.781, 26.351, 37.402, 20.007, 10.058, 6.976]",4.046,32.905,3.312
A13B6,1729686529119.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[45.535, 25.941, 35.832, 23.371, 10.335, 6.777]",4.046,32.905,3.312
A13B6,1729686529874.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[48.382, 26.167, 36.718, 20.46, 10.277, 7.191]",4.046,32.905,3.312
A13B6,1729686530638.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[50.328, 25.886, 34.488, 22.808, 10.515, 6.554]",4.046,32.905,3.312
A13B6,1729686531426.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[50.515, 26.125, 34.906, 21.324, 10.218, 6.878]",4.046,32.905,3.312
A13B6,1729686532191.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[50.914, 26.019, 35.226, 21.289, 9.89, 6.902]",4.046,32.905,3.312
A13B6,1729686532943.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[50.699, 25.832, 36.203, 20.156, 10.148, 6.878]",4.046,32.905,3.312
A13B6,1729686533695.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[50.855, 26.109, 36.187, 20.792, 10.441, 6.765]",4.046,32.905,3.312
A13B6,1729686534533.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[51.125, 25.789, 35.941, 20.621, 10.382, 6.64]",4.046,32.905,3.312
A13B6,1729686535296.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[50.925, 25.738, 36.398, 20.894, 10.269, 6.75]",4.046,32.905,3.312
A13B6,1729686536056.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[50.496, 25.851, 36.304, 21.14, 10.07, 6.687]",4.046,32.905,3.312
A13B6,1729686536831.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[50.39, 26.019, 36.539, 21.257, 10.105, 6.796]",4.046,32.905,3.312
A13B6,1729686537667.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[50.484, 26.296, 36.019, 20.531, 10.117, 6.562]",4.046,32.905,3.312
A13B6,1729686538437.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[50.332, 25.976, 36.542, 21.195, 10.304, 6.73]",4.046,32.905,3.312
A13B6,1729686539197.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[50.492, 25.929, 35.937, 21.246, 10.257, 6.699]",4.046,32.905,3.312
A13B6,1729686539956.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[51.093, 26.644, 33.542, 21.449, 10.023, 6.796]",4.046,32.905,3.312
A13B6,1729686540706.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[49.628, 26.3, 33.015, 22.578, nan, 6.785]",4.046,32.905,3.312
A13B6,1729686541463.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[47.671, 26.23, 36.781, 21.699, 10.05, 6.882]",4.046,32.905,3.312
A13B6,1729686542236.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[51.394, 26.066, 37.988, 20.519, 9.968, 6.824]",4.046,32.905,3.312
A13B6,1729686542994.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[50.394, 25.703, 32.046, 22.777, 10.429, 6.96]",4.046,32.905,3.312
A13B6,1729686543761.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[44.546, 25.773, 36.871, 21.746, 9.851, 6.601]",4.046,32.905,3.312
A13B6,1729686544523.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[50.511, 25.542, nan, 22.007, 10.148, 6.933]",4.046,32.905,3.312
A13B6,1729686545268.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[52.554, 26.042, 37.117, 20.917, 9.992, 7.066]",4.046,32.905,3.312
A13B6,1729686546047.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[49.855, 25.75, 33.683, 22.73, 10.296, 6.839]",4.046,32.905,3.312
A13B6,1729686546884.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[50.214, 25.445, 35.121, 21.246, 9.937, 7.062]",4.046,32.905,3.312
A13B6,1729686547651.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[50.328, 26.332, 35.433, 21.691, nan, 6.73]",4.046,32.905,3.312
A13B6,1729686548420.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[49.882, 26.035, 34.417, 20.574, 9.781, 6.687]",4.046,32.905,3.312
A13B6,1729686549193.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[49.316, 25.933, 36.265, 21.402, 9.972, 6.722]",4.046,32.905,3.312
A13B6,1729686549958.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[49.546, 25.839, 36.078, 21.796, 10.253, 6.773]",4.046,32.905,3.312
A13B6,1729686550729.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[49.972, 26.136, 36.027, 21.152, 10.058, 6.863]",4.046,32.905,3.312
A13B6,1729686551496.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[49.554, 25.914, 36.425, 22.148, 9.91, 6.933]",4.046,32.905,3.312
A13B6,1729686552226.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[49.636, 25.804, 35.277, 21.945, 10.183, 6.566]",4.046,32.905,3.312
A13B6,1729686552989.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[50.16, 26.128, 36.46, 20.945, 9.621, 6.703]",4.046,32.905,3.312
A13B6,1729686553745.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[49.023, 26.312, 37.179, 21.023, 10.289, 6.777]",4.046,32.905,3.312
A13B6,1729686554503.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[49.511, 25.769, 37.695, 22.296, nan, 6.707]",4.046,32.905,3.312
A13B6,1729686555266.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[49.601, 25.562, 36.011, 21.746, 10.179, 6.535]",4.046,32.905,3.312
A13B6,1729686556031.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[49.941, 26.07, 36.945, 21.906, 9.714, 6.671]",4.046,32.905,3.312
A13B6,1729686556791.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[50.148, 26.23, 34.851, 21.488, 9.968, 7.007]",4.046,32.905,3.312
A13B6,1729686557556.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[50.23, 26.218, 37.292, 24.0, 10.179, 6.882]",4.046,32.905,3.312
A13B6,1729686558316.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[51.48, 26.062, 37.949, 22.714, 10.363, 6.574]",4.046,32.905,3.312
A13B6,1729686559091.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[50.835, 26.578, 35.562, 20.98, 10.574, 7.121]",4.046,32.905,3.312
A13B6,1729686559851.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[50.683, 26.597, 37.453, 21.89, 10.105, 6.949]",4.046,32.905,3.312
A13B6,1729686560622.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[51.945, 25.976, 37.324, 21.484, 10.046, 6.976]",4.046,32.905,3.312
A13B6,1729686561381.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[46.16, 25.968, 32.664, 21.472, 10.375, 7.042]",4.046,32.905,3.312
A13B6,1729686562196.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[51.89, 26.242, 35.582, 27.867, 10.011, 7.125]",4.046,32.905,3.312
A13B6,1729686562950.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[51.117, 26.64, 31.886, 21.781, 10.058, 6.691]",4.046,32.905,3.312
A13B6,1729686563715.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[46.82, 26.007, 34.125, 23.23, 10.128, 7.171]",4.046,32.905,3.312
A13B6,1729686564492.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[51.894, 26.335, 35.941, 22.746, 10.339, 7.117]",4.046,32.905,3.312
A13B6,1729686565340.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[51.316, 26.597, 36.421, 20.46, 9.613, 6.867]",4.046,32.905,3.312
A13B6,1729686566189.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[51.222, 26.441, 34.902, 23.121, 10.175, 6.562]",4.046,32.905,3.312
A13B6,1729686566956.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[51.226, 26.222, 35.871, 20.332, 9.957, 6.601]",4.046,32.905,3.312
A13B6,1729686567710.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[51.218, 26.917, 36.886, 21.207, 9.996, 6.507]",4.046,32.905,3.312
A13B6,1729686568551.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[51.402, 26.261, 35.722, 24.031, 9.921, 6.867]",4.046,32.905,3.312
A13B6,1729686569316.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[50.527, 26.468, 36.871, 21.429, 10.32, 6.898]",4.046,32.905,3.312
A13B6,1729686570081.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[51.367, 26.019, 33.226, 21.351, 10.246, 7.167]",4.046,32.905,3.312
A13B6,1729686570852.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[52.179, 31.007, 37.386, 21.644, 10.07, 6.64]",4.046,32.905,3.312
A13B6,1729686571695.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[51.515, 28.031, 37.039, 22.015, 11.246, 7.179]",4.046,32.905,3.312
A13B6,1729686572441.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[50.675, 26.968, 38.05, 22.082, 10.882, 6.64]",4.046,32.905,3.312
A13B6,1729686573186.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[50.179, 26.753, 36.703, 21.417, 10.179, 6.769]",4.046,32.905,3.312
A13B6,1729686573963.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[52.371, 27.32, 36.351, 22.964, 10.414, 6.871]",4.046,32.905,3.312
A13B6,1729686574721.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[51.171, 26.398, 36.882, 21.332, 10.472, 7.05]",4.046,32.905,3.312
A13B6,1729686575484.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[51.289, 26.527, 36.191, 21.679, 10.125, 7.171]",4.046,32.905,3.312
A13B6,1729686576249.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[50.062, 26.941, 37.011, 21.273, 9.984, 6.691]",4.046,32.905,3.312
A13B6,1729686577019.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[49.769, 27.25, 37.234, 22.218, 10.222, 6.785]",4.046,32.905,3.312
A13B6,1729686577796.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[51.71, 26.632, nan, 21.23, 10.296, 6.785]",4.046,32.905,3.312
A13B6,1729686578552.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[52.074, 26.527, 36.484, 22.542, 10.031, 6.773]",4.046,32.905,3.312
A13B6,1729686579314.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[52.363, 26.417, 35.449, 20.98, 10.042, 6.886]",4.046,32.905,3.312
A13B6,1729686580067.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[51.8, 26.179, 36.66, 22.121, 10.328, 6.957]",4.046,32.905,3.312
A13B6,1729686580918.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[48.949, 26.371, 37.242, 21.675, 9.902, 6.851]",4.046,32.905,3.312
A13B6,1729686581675.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[52.234, 26.73, 36.742, 21.921, 10.062, 7.082]",4.046,32.905,3.312
A13B6,1729686582439.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[51.945, 26.226, 36.554, 22.8, 10.3, 6.601]",4.046,32.905,3.312
A13B6,1729686583194.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[51.988, 26.417, 37.054, 21.515, 10.55, 6.898]",4.046,32.905,3.312
A13B6,1729686584123.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[52.238, 26.378, 37.542, 22.289, 10.292, 6.89]",4.046,32.905,3.312
A13B6,1729686584894.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[52.07, 26.164, 36.953, 21.828, 10.613, 6.703]",4.046,32.905,3.312
A13B6,1729686585656.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[52.195, 26.039, 36.816, 21.621, 10.472, 6.832]",4.046,32.905,3.312
A13B6,1729686586423.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[52.164, 26.101, 36.652, 21.527, 10.429, 6.761]",4.046,32.905,3.312
A13B6,1729686587266.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[52.128, 26.027, 37.136, 21.375, 10.371, 6.753]",4.046,32.905,3.312
A13B6,1729686588038.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[51.777, 26.121, 36.753, 21.558, 10.175, 6.832]",4.046,32.905,3.312
A13B6,1729686588800.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[51.976, 26.199, 36.617, 21.324, 10.285, 6.828]",4.046,32.905,3.312
A13B6,1729686589550.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[52.394, 26.281, 37.089, 22.007, 10.5, 6.843]",4.046,32.905,3.312
A13B6,1729686590394.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[51.925, 26.128, 35.617, 21.96, 10.207, 6.804]",4.046,32.905,3.312
A13B6,1729686591156.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[51.484, 26.777, 37.441, 21.234, 10.085, 6.843]",4.046,32.905,3.312
A13B6,1729686591924.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[47.66, 26.175, 34.82, 20.414, 10.238, 6.953]",4.046,32.905,3.312
A13B6,1729686592682.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[51.238, 25.996, 36.089, 21.46, 10.226, 6.917]",4.046,32.905,3.312
A13B6,1729686593512.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[51.027, 26.007, 36.074, 21.25, 10.046, 6.91]",4.046,32.905,3.312
A13B6,1729686594277.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[51.886, 26.0, 36.832, 21.757, 10.296, 7.027]",4.046,32.905,3.312
A13B6,1729686595049.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[51.285, 26.421, 36.921, 22.843, 10.113, 6.777]",4.046,32.905,3.312
A13B6,1729686595809.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[51.789, 26.453, 35.488, 22.058, 10.132, 7.027]",4.046,32.905,3.312
A13B6,1729686596648.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[51.308, 26.382, 35.636, 20.91, 10.074, 6.761]",4.046,32.905,3.312
A13B6,1729686597419.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[48.574, 26.519, 36.937, 21.695, 9.984, 6.777]",4.046,32.905,3.312
A13B6,1729686598175.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[51.32, 25.933, 36.355, 21.406, 10.027, 6.89]",4.046,32.905,3.312
A13B6,1729686598936.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[51.324, 26.792, 37.585, 21.734, 10.277, 6.886]",4.046,32.905,3.312
A13B6,1729686599771.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[50.757, 26.238, 36.402, 22.988, 10.023, 6.859]",4.046,32.905,3.312
A13B6,1729686600509.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[50.792, 25.992, 36.214, 22.046, 10.128, 7.046]",4.046,32.905,3.312
A13B6,1729686601280.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[51.964, 26.203, 36.167, 22.097, 10.183, 6.875]",4.046,32.905,3.312
A13B6,1729686602042.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[51.484, 26.503, 35.664, 22.574, 10.187, 6.765]",4.046,32.905,3.312
A13B6,1729686602803.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[51.308, 26.554, 36.691, 22.425, 10.359, 6.828]",4.046,32.905,3.312
A13B6,1729686603564.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[51.281, 26.445, 36.984, 23.964, 10.0, 6.832]",4.046,32.905,3.312
A13B6,1729686604326.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[49.347, 26.269, 36.894, 23.257, 10.156, 6.66]",4.046,32.905,3.312
A13B6,1729686605076.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[50.066, 26.148, 37.156, 23.32, 10.218, 6.746]",4.046,32.905,3.312
A13B6,1729686605801.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[50.812, 26.136, 37.347, 22.574, 10.074, 6.761]",4.046,32.905,3.312
A13B6,1729686606555.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[51.46, 25.945, 37.203, 22.214, 10.265, 6.753]",4.046,32.905,3.312
A13B6,1729686607324.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[51.5, 25.882, 36.582, 22.164, 10.226, 7.019]",4.046,32.905,3.312
A13B6,1729686608047.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[51.738, 26.183, 36.507, 21.968, 10.035, 6.917]",4.046,32.905,3.312
A13B6,1729686608800.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[47.023, 26.3, 37.378, 21.746, 10.113, 6.792]",4.046,32.905,3.312
A13B6,1729686609548.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[51.992, 26.027, 32.824, 21.425, 10.296, 6.769]",4.046,32.905,3.312
A13B6,1729686610304.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[48.847, 26.261, 36.496, 20.531, 10.152, 6.574]",4.046,32.905,3.312
A13B6,1729686611067.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[47.097, 26.195, 36.355, 20.691, 10.257, 6.953]",4.046,32.905,3.312
A13B6,1729686611912.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[51.925, 26.167, 32.039, 21.617, 10.328, 6.621]",4.046,32.905,3.312
A13B6,1729686612666.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[50.472, 26.324, 37.121, 20.605, 10.019, 6.937]",4.046,32.905,3.312
A13B6,1729686613431.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[50.554, 26.117, 36.492, 20.957, 10.308, 6.777]",4.046,32.905,3.312
A13B6,1729686614189.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[48.808, 26.351, 36.605, 21.558, nan, nan]",4.046,32.905,3.312
A13B6,1729686614952.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[51.593, 26.433, 36.574, 21.449, 10.148, 6.957]",4.046,32.905,3.312
A13B6,1729686615705.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[51.718, 26.367, 35.781, 21.656, 10.046, 6.816]",4.046,32.905,3.312
A13B6,1729686616476.0,"['WIFI_01', 'WIFI_02', 'WIFI_03', 'WIFI_04', 'WIFI_05', 'WIFI_06']","[49.433, 26.289, 36.507, 21.304, 10.011, 6.71]",4.046,32.905,3.312
